filename,width,height,class,xmin,ymin,xmax,ymax
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,traffic_light,1281,756,1297,799
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,bollard,1460,909,1493,1050
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,traffic_light,889,199,999,464
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,traffic_sign,1846,386,1896,462
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,pole,862,211,949,1055
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,person,1115,779,1174,955
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,person,1528,824,1600,1037
wheelchair_14/MP_KSC_B004212.jpg,1920,1080,person,1294,793,1355,989
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,pole,1483,0,1584,887
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,traffic_light,445,591,464,629
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,pole,980,0,1089,883
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,901,617,1035,987
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,motorcycle,1627,787,1738,906
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,traffic_sign,1070,199,1122,279
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,1807,728,1920,1014
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,bollard,615,769,668,970
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,car,1029,723,1305,826
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,1249,692,1300,882
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,pole,1226,0,1310,878
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,627,671,670,811
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,bollard,350,778,422,1016
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,585,663,635,800
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,traffic_light,809,352,879,392
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,car,604,713,796,780
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,traffic_light,980,302,1071,347
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,118,563,260,918
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,car,1318,731,1578,839
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,710,563,877,1047
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,419,581,547,965
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,289,574,444,962
wheelchair_14/MP_KSC_B004213.jpg,1920,1080,person,0,546,101,899
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,pole,787,0,916,736
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,motorcycle,1277,625,1391,774
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,person,0,0,201,1080
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,pole,383,0,577,758
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,person,282,274,532,850
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,pole,1102,0,1248,751
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,car,554,552,853,669
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,traffic_light,271,49,371,101
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,car,886,569,1183,695
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,bus,426,471,859,652
wheelchair_14/MP_KSC_B004215.jpg,1920,1080,person,1373,538,1475,782
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,truck,0,334,127,690
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,person,1209,517,1322,891
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,pole,868,386,909,726
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,car,120,610,294,696
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,person,987,632,1023,765
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,car,366,643,468,698
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,person,1090,629,1160,786
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,truck,457,599,609,698
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,car,0,606,141,694
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,car,265,633,383,698
wheelchair_14/MP_KSC_B004220.jpg,1920,1080,person,869,527,978,843
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,pole,1146,0,1175,843
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,tree_trunk,1461,708,1496,906
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,bollard,1065,772,1076,830
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,bollard,1047,768,1055,823
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,bollard,1080,773,1089,833
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,traffic_sign,1002,505,1059,561
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,traffic_light,1566,357,1671,392
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,car,1776,727,1920,882
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,traffic_sign,1732,304,1810,390
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,traffic_light,1844,360,1920,391
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,bollard,974,766,984,813
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,traffic_light,1283,591,1328,608
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,traffic_light,907,617,932,680
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,bollard,875,757,883,802
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,bollard,1016,767,1026,818
wheelchair_14/MP_KSC_B004224.jpg,1920,1080,pole,905,369,936,807
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,car,165,646,367,768
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,pole,779,54,867,810
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,truck,153,585,455,745
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,car,0,617,179,747
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,person,1377,534,1529,998
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,person,1536,432,1758,1080
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,traffic_sign,797,429,879,508
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,person,1057,341,1284,1079
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,traffic_sign,913,516,967,572
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,person,384,180,723,1080
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,pole,719,215,811,789
wheelchair_14/MP_KSC_B004225.jpg,1920,1080,traffic_sign,789,505,874,572
wheelchair_14/MP_KSC_B004229.jpg,1920,1080,tree_trunk,918,532,966,831
wheelchair_14/MP_KSC_B004229.jpg,1920,1080,car,225,632,417,716
wheelchair_14/MP_KSC_B004229.jpg,1920,1080,pole,0,0,281,1080
wheelchair_14/MP_KSC_B004231.jpg,1920,1080,car,0,567,355,801
wheelchair_14/MP_KSC_B004231.jpg,1920,1080,tree_trunk,285,463,432,894
wheelchair_14/MP_KSC_B004231.jpg,1920,1080,car,460,667,548,712
wheelchair_14/MP_KSC_B004231.jpg,1920,1080,tree_trunk,793,613,825,785
wheelchair_14/MP_KSC_B004231.jpg,1920,1080,tree_trunk,683,569,751,813
wheelchair_14/MP_KSC_B004231.jpg,1920,1080,tree_trunk,847,603,874,777
wheelchair_14/MP_KSC_B004232.jpg,1920,1080,car,253,642,373,701
wheelchair_14/MP_KSC_B004232.jpg,1920,1080,tree_trunk,731,566,776,795
wheelchair_14/MP_KSC_B004232.jpg,1920,1080,motorcycle,359,659,421,737
wheelchair_14/MP_KSC_B004232.jpg,1920,1080,truck,0,577,198,687
wheelchair_14/MP_KSC_B004232.jpg,1920,1080,tree_trunk,549,470,648,844
wheelchair_14/MP_KSC_B004232.jpg,1920,1080,tree_trunk,798,624,825,780
wheelchair_14/MP_KSC_B004232.jpg,1920,1080,car,444,630,617,758
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,car,157,652,293,715
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,car,470,672,614,763
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,pole,417,0,572,824
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,car,0,627,62,706
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,traffic_sign,460,268,584,379
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,tree_trunk,702,647,735,774
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,tree_trunk,327,363,438,866
wheelchair_14/MP_KSC_B004235.jpg,1920,1080,tree_trunk,617,545,656,798
wheelchair_14/MP_KSC_B004245.jpg,1920,1080,tree_trunk,610,557,642,715
wheelchair_14/MP_KSC_B004245.jpg,1920,1080,pole,401,0,500,740
wheelchair_14/MP_KSC_B004245.jpg,1920,1080,tree_trunk,279,537,377,794
wheelchair_14/MP_KSC_B004245.jpg,1920,1080,tree_trunk,501,524,546,735
wheelchair_14/MP_KSC_B004245.jpg,1920,1080,person,86,327,263,876
wheelchair_14/MP_KSC_B004245.jpg,1920,1080,traffic_sign,530,465,579,518
wheelchair_14/MP_KSC_B004249.jpg,1920,1080,car,253,597,395,672
wheelchair_14/MP_KSC_B004249.jpg,1920,1080,car,0,537,60,644
wheelchair_14/MP_KSC_B004249.jpg,1920,1080,tree_trunk,751,284,936,955
wheelchair_14/MP_KSC_B004249.jpg,1920,1080,car,371,616,487,682
wheelchair_14/MP_KSC_B004249.jpg,1920,1080,car,73,567,287,666
wheelchair_14/MP_KSC_B004249.jpg,1920,1080,pole,95,0,311,1080
wheelchair_14/MP_KSC_B004250.jpg,1920,1080,person,744,663,765,711
wheelchair_14/MP_KSC_B004250.jpg,1920,1080,car,60,569,244,678
wheelchair_14/MP_KSC_B004250.jpg,1920,1080,car,0,561,64,639
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,car,0,594,161,722
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,bollard,25,661,44,723
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,tree_trunk,844,483,1007,1022
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,car,581,682,668,733
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,traffic_sign,874,163,1007,312
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,car,440,670,548,731
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,traffic_light,222,480,275,498
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,car,185,629,375,727
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,car,1103,726,1247,785
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,traffic_light,341,486,395,503
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,traffic_light,450,494,514,512
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,car,326,655,449,729
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,traffic_sign,1106,317,1211,417
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,car,732,690,836,761
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,person,1707,511,1890,1033
wheelchair_14/MP_KSC_B004257.jpg,1920,1080,tree_trunk,1025,664,1056,849
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,bollard,779,665,794,737
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,tree_trunk,1639,321,1672,625
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,car,658,627,846,711
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,bollard,935,667,948,741
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,traffic_light,652,432,695,450
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,pole,479,247,566,778
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,pole,519,0,664,746
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,bollard,895,674,905,716
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,bollard,975,673,984,720
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,traffic_light,775,369,814,476
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,bollard,1036,676,1046,723
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,traffic_light,885,548,903,593
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,tree_trunk,366,442,446,827
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,tree_trunk,699,522,749,737
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,pole,1101,163,1193,839
wheelchair_14/MP_KSC_B004262.jpg,1920,1080,tree_trunk,1771,149,1812,619
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,pole,1229,432,1250,811
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,bollard,0,717,41,925
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,bollard,1701,814,1722,886
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,bollard,1730,817,1753,897
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,bollard,1801,814,1824,904
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,traffic_light,204,416,287,443
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,pole,517,335,551,805
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,bollard,143,733,228,967
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,bollard,341,732,416,1016
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,traffic_sign,1891,600,1920,644
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,pole,1847,346,1903,862
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,traffic_light,1576,519,1635,544
wheelchair_14/MP_KSC_B004274.jpg,1920,1080,traffic_sign,1671,471,1719,530
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,bollard,1725,814,1747,893
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,pole,510,327,548,797
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_light,1832,642,1863,717
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_light,1568,516,1631,540
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_light,1284,530,1347,552
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,pole,1845,345,1894,858
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,bollard,334,739,413,1013
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_light,198,415,283,443
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_light,1208,658,1229,712
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,bollard,135,738,224,970
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_sign,1887,593,1920,639
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,pole,1227,435,1245,818
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_sign,1666,467,1711,526
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,traffic_light,1357,520,1428,542
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,bollard,0,714,37,926
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,bollard,1698,812,1719,885
wheelchair_14/MP_KSC_B004276.jpg,1920,1080,bollard,1798,809,1818,901
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,bollard,0,720,36,928
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,bollard,1798,814,1818,906
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,bollard,1725,815,1748,895
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,bollard,1699,813,1719,887
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_light,1829,644,1864,723
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,pole,1228,440,1245,821
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,bollard,136,737,226,971
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_light,1352,518,1428,546
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_light,1208,659,1230,714
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,pole,507,328,549,802
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_light,195,417,278,448
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_light,1567,519,1631,543
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_sign,1665,470,1713,528
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_light,1285,534,1349,555
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,bollard,334,741,414,1017
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,pole,1843,346,1897,862
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,traffic_sign,1886,598,1920,641
wheelchair_14/MP_KSC_B004279.jpg,1920,1080,car,1453,749,1729,868
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,bollard,1785,801,1807,891
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,bollard,0,712,27,919
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_light,1198,650,1218,703
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_light,1274,525,1336,544
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_light,184,409,265,440
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_light,1346,512,1420,532
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_light,1558,507,1620,533
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,bollard,1715,803,1735,884
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,bollard,1685,802,1705,874
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,bollard,130,730,214,963
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,bollard,325,727,402,1008
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,pole,1831,336,1878,843
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_sign,1874,587,1914,630
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,pole,1218,426,1237,807
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,pole,500,319,536,797
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_light,1818,634,1851,709
wheelchair_14/MP_KSC_B004284.jpg,1920,1080,traffic_sign,1653,458,1702,520
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,traffic_sign,1207,478,1248,535
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,bollard,1249,799,1266,877
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,bollard,1226,798,1240,865
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,person,1877,673,1920,911
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,bollard,1785,792,1831,915
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,car,1400,767,1547,847
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,traffic_light,786,652,808,705
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,traffic_light,1123,520,1179,547
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,pole,20,282,79,804
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,car,983,751,1144,823
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,traffic_light,1345,643,1371,712
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,bollard,1306,795,1328,887
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,bollard,1572,792,1609,904
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,pole,1364,365,1392,834
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,traffic_light,863,529,926,549
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,traffic_light,934,520,999,541
wheelchair_14/MP_KSC_B004292.jpg,1920,1080,traffic_sign,1393,600,1428,641
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,bollard,619,521,739,1080
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,car,80,550,265,625
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,bollard,294,590,314,664
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,traffic_sign,207,100,278,170
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,traffic_sign,95,163,174,250
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,traffic_sign,273,95,346,173
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,bollard,110,581,135,681
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,traffic_light,0,234,56,383
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,bollard,217,582,238,671
wheelchair_14/MP_KSC_B004300.jpg,1920,1080,pole,0,0,100,691
wheelchair_14/MP_KSC_B004304.jpg,1920,1080,traffic_sign,1561,0,1817,93
wheelchair_14/MP_KSC_B004304.jpg,1920,1080,traffic_sign,1587,67,1824,177
wheelchair_14/MP_KSC_B004304.jpg,1920,1080,tree_trunk,1199,616,1235,843
wheelchair_14/MP_KSC_B004304.jpg,1920,1080,tree_trunk,964,676,985,763
wheelchair_14/MP_KSC_B004304.jpg,1920,1080,pole,1679,0,1737,1038
wheelchair_14/MP_KSC_B004305.jpg,1920,1080,tree_trunk,1702,584,1813,1080
wheelchair_14/MP_KSC_B004305.jpg,1920,1080,tree_trunk,1218,607,1260,867
wheelchair_14/MP_KSC_B004305.jpg,1920,1080,tree_trunk,1110,720,1137,827
wheelchair_14/MP_KSC_B004306.jpg,1920,1080,tree_trunk,1221,507,1271,972
wheelchair_14/MP_KSC_B004306.jpg,1920,1080,tree_trunk,978,688,1012,845
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,traffic_sign,1850,442,1896,484
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,traffic_light,1268,601,1314,612
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,car,985,740,1025,769
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,bollard,1066,743,1086,849
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,traffic_light,1178,602,1224,613
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,bollard,812,727,827,817
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,bollard,728,741,739,794
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,car,1103,744,1141,772
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,traffic_sign,964,574,989,609
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,bollard,1661,755,1675,830
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,bollard,1791,757,1808,840
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,traffic_sign,1854,484,1900,526
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,tree_trunk,1192,715,1218,874
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,tree_trunk,1462,735,1537,1011
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,traffic_sign,1510,571,1548,638
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,bollard,1568,755,1579,824
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,bollard,955,735,973,832
wheelchair_14/MP_KSC_B004315.jpg,1920,1080,traffic_light,1003,599,1047,610
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,tree_trunk,1144,545,1176,929
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,bollard,1496,931,1517,1037
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,movable_signage,98,811,171,975
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,bollard,1598,942,1618,1031
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,pole,1514,374,1583,1012
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,movable_signage,374,849,427,991
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,bollard,1575,938,1598,1031
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,bollard,1337,921,1365,1038
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,pole,162,539,247,969
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,bollard,1117,915,1144,1033
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,traffic_light,1542,692,1585,784
wheelchair_14/MP_KSC_B004318.jpg,1920,1080,car,1775,902,1920,1002
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,bollard,1626,718,1640,799
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,car,924,708,970,742
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,traffic_light,1328,522,1390,540
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,bollard,536,700,565,816
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,bollard,1704,727,1718,809
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,traffic_light,976,520,1036,534
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,car,1378,700,1535,777
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,traffic_sign,926,488,959,532
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,traffic_light,1543,617,1564,659
wheelchair_14/MP_KSC_B004319.jpg,1920,1080,bollard,711,572,816,1080
